Jednostka,Nazwa zadania,Akronim,Wydatki rzeczowe,Wydatki na utrzymanie stanowiska pracy,Wydatki na zadania ogółem
Miejskie Centrum Obsługi Oświaty (MCOO),Zadania dzielnic (bieżące),DBR,8449280.0,,8449280.0
Miejskie Centrum Obsługi Oświaty (MCOO),Elektromobilność w Gminie Miejskiej Kraków,EGM,,,
Miejskie Centrum Obsługi Oświaty (MCOO),Przedszkola - remonty,P/DRE,570000.0,,570000.0
Miejskie Centrum Obsługi Oświaty (MCOO),Przedszkola - pozostała działalność ,P/CPO,,,0.0
Miejskie Centrum Obsługi Oświaty (MCOO),Szkoły podstawowe - remonty,SP/DRE,280000.0,,280000.0
Miejskie Centrum Obsługi Oświaty (MCOO),Zespoły szkół - remonty,ZS/DRE,150000.0,,150000.0
Miejskie Centrum Obsługi Oświaty (MCOO),SOSW - remonty,SOSW/DRE,,,0.0
Miejskie Centrum Obsługi Oświaty (MCOO),Licea ogólnokształcące - remonty,LO/DRE,100000.0,,100000.0
Miejskie Centrum Obsługi Oświaty (MCOO),Małopolska Tarcza Antykryzysowa - Cyfryzacja szkół i placówek oświatowych,MTA,,,
Miejskie Centrum Obsługi Oświaty (MCOO),MCOO - Program mobilności ponadnarodowej,PMP,53100.0,,53100.0
Miejskie Centrum Obsługi Oświaty (MCOO),Zadania dzielnic (inwestycyjne),"DIR, DIW",,,0.0
Miejskie Centrum Obsługi Oświaty (MCOO),Zadania inwestycyjne,ZIN,,,0.0
Miejskie Centrum Obsługi Oświaty (MCOO),nan,,,,0.0
Przedszkole Nr 135 (P 135),Działalność podstawowa,APO,2418000.0,,2418000.0
Przedszkole Nr 135 (P 135),Zadania dzielnic (bieżące),DBR,30000.0,,30000.0
Przedszkole Nr 135 (P 135),Remonty,DRE,,,0.0
Przedszkole Nr 135 (P 135),nan,,,,0.0
Szkoła Podstawowa Nr 2 (SP 2),Działalność podstawowa,APO,8712400.0,,8712400.0
Szkoła Podstawowa Nr 2 (SP 2),Pozostała działalność,CPO,38400.0,,38400.0
Szkoła Podstawowa Nr 2 (SP 2),Zadania dzielnic (bieżące),DBR,51000.0,,51000.0
Szkoła Podstawowa Nr 2 (SP 2),Koordynacja kształcenia zawodowego uczniów,KKU,10412.0,,10412.0
Szkoła Podstawowa Nr 2 (SP 2),Realizacja programów unijnych- Erasmus +,ERP,,,
Szkoła Podstawowa Nr 2 (SP 2),Remonty,DRE,13000.0,,13000.0
Szkoła Podstawowa Nr 2 (SP 2),nan,,,,
Szkoła Podstawowa Nr 5 (SP 5),Działalność podstawowa,APO,6598240.0,,6598240.0
Szkoła Podstawowa Nr 5 (SP 5),Pozostała działalność,CPO,28300.0,,28300.0
Szkoła Podstawowa Nr 5 (SP 5),Zadania dzielnic (bieżące),DBR,68800.0,,68800.0
Szkoła Podstawowa Nr 5 (SP 5),Koordynacja kształcenia zawodowego uczniów,KKU,4050.0,,4050.0
Szkoła Podstawowa Nr 5 (SP 5),Remonty,DRE,7000.0,,7000.0
Szkoła Podstawowa Nr 5 (SP 5),nan,,,,
Szkoła Podstawowa Nr 10 (SP 10),Działalność podstawowa,APO,2337400.0,,2337400.0
Szkoła Podstawowa Nr 10 (SP 10),Zadania dzielnic (bieżące),DBR,40000.0,,40000.0
Szkoła Podstawowa Nr 10 (SP 10),Koordynacja kształcenia zawodowego uczniów,KKU,2346.0,,2346.0
Szkoła Podstawowa Nr 10 (SP 10),Remonty,DRE,8000.0,,8000.0
Szkoła Podstawowa Nr 10 (SP 10),Pozostała działalność,CPO,7900.0,,7900.0
Szkoła Podstawowa Nr 10 (SP 10),nan,,,,
Szkoła Podstawowa Nr 12 (SP 12),Działalność podstawowa,APO,6074700.0,,6074700.0
Szkoła Podstawowa Nr 12 (SP 12),Zadania dzielnic (bieżące),DBR,131150.0,,131150.0
Szkoła Podstawowa Nr 12 (SP 12),Realizacja programów unijnych- Erasmus +,ERP,110300.0,,110300.0
Szkoła Podstawowa Nr 12 (SP 12),Koordynacja kształcenia zawodowego uczniów,KKU,9300.0,,9300.0
Szkoła Podstawowa Nr 12 (SP 12),Remonty,DRE,10000.0,,10000.0
Szkoła Podstawowa Nr 12 (SP 12),Pozostała działalność,CPO,13000.0,,13000.0
Szkoła Podstawowa Nr 12 (SP 12),nan,,,,
Szkoła Podstawowa Nr 26 (SP 26),Działalność podstawowa,APO,5743800.0,,5743800.0
Szkoła Podstawowa Nr 26 (SP 26),Pozostała działalność,CPO,18400.0,,18400.0
Szkoła Podstawowa Nr 26 (SP 26),Zadania dzielnic (bieżące),DBR,50000.0,,50000.0
Szkoła Podstawowa Nr 26 (SP 26),Remonty,DRE,8000.0,,8000.0
Szkoła Podstawowa Nr 26 (SP 26),Zadania inwestycyjne,ZIN,,,0.0
Szkoła Podstawowa Nr 26 (SP 26),w tym remont sal i korytarzy wraz z instalacjami elektrycznymi,,,,
Szkoła Podstawowa Nr 26 (SP 26),nan,,,,
Szkoła Podstawowa Nr 27 (SP 27),Działalność podstawowa,APO,6648500.0,,6648500.0
Szkoła Podstawowa Nr 27 (SP 27),Pozostała działalność,CPO,41100.0,,41100.0
Szkoła Podstawowa Nr 27 (SP 27),Zadania dzielnic (bieżące),DBR,126000.0,,126000.0
Szkoła Podstawowa Nr 27 (SP 27),Zadania realizowane na podstawie umów i porozumień,HUP,35100.0,,35100.0
Szkoła Podstawowa Nr 27 (SP 27),Remonty,DRE,8000.0,,8000.0
Szkoła Podstawowa Nr 27 (SP 27),Zadania inwestycyjne,ZIN,,,
Szkoła Podstawowa Nr 27 (SP 27),nan,,,,
Szkoła Podstawowa Nr 29 (SP 29),Działalność podstawowa,APO,4628500.0,,4628500.0
Szkoła Podstawowa Nr 29 (SP 29),Pozostała działalność,CPO,6100.0,,6100.0
Szkoła Podstawowa Nr 29 (SP 29),Zadania dzielnic (bieżące),DBR,50000.0,,50000.0
Szkoła Podstawowa Nr 29 (SP 29),Koordynacja kształcenia zawodowego uczniów,KKU,6550.0,,6550.0
Szkoła Podstawowa Nr 29 (SP 29),Remonty,DRE,7000.0,,7000.0
Szkoła Podstawowa Nr 29 (SP 29),w tym remont korytarzy,,,,
Szkoła Podstawowa Nr 29 (SP 29),nan,,,,
Szkoła Podstawowa Nr 30 (SP 30),Działalność podstawowa,APO,4832200.0,,4832200.0
Szkoła Podstawowa Nr 30 (SP 30),Zadania dzielnic (bieżące),DBR,20000.0,,20000.0
Szkoła Podstawowa Nr 30 (SP 30),Remonty,DRE,8000.0,,8000.0
Szkoła Podstawowa Nr 30 (SP 30),Pozostała działalność,CPO,11300.0,,11300.0
Szkoła Podstawowa Nr 30 (SP 30),Zadania  inwestycyjne,ZIN,,,0.0
Szkoła Podstawowa Nr 30 (SP 30),nan,,,,
Szkoła Podstawowa Nr 36 (SP 36),Działalność podstawowa,APO,3888800.0,,3888800.0
Szkoła Podstawowa Nr 36 (SP 36),Pozostała działalność,CPO,15200.0,,15200.0
Szkoła Podstawowa Nr 36 (SP 36),Zadania dzielnic (bieżące),DBR,82000.0,,82000.0
Szkoła Podstawowa Nr 36 (SP 36),Koordynacja kształcenia zawodowego uczniów,KKU,1050.0,,1050.0
Szkoła Podstawowa Nr 36 (SP 36),Realizacja programów unijnych- Erasmus +,ERP,78480.0,,78480.0
Szkoła Podstawowa Nr 36 (SP 36),Remonty,DRE,6000.0,,6000.0
Szkoła Podstawowa Nr 36 (SP 36),nan,,,,
Szkoła Podstawowa Nr 39 (SP 39),Działalność podstawowa,APO,2359100.0,,2359100.0
Szkoła Podstawowa Nr 39 (SP 39),Zadania dzielnic (bieżące),DBR,61000.0,,61000.0
Szkoła Podstawowa Nr 39 (SP 39),Pozostała działalność,CPO,5200.0,,5200.0
Szkoła Podstawowa Nr 39 (SP 39),Remonty,DRE,7000.0,,7000.0
Szkoła Podstawowa Nr 39 (SP 39),w tym remont łazienek oraz wymiana podłogi na korytarzach,,,,
Szkoła Podstawowa Nr 39 (SP 39),Realizacja programów unijnych- Erasmus +,ERP,17000.0,,17000.0
Szkoła Podstawowa Nr 39 (SP 39),Zadania dzielnic (inwestycyjne),"DIR, DIW",,,0.0
Szkoła Podstawowa Nr 39 (SP 39),Zadania inwestycyjne,ZIN,,,0.0
Szkoła Podstawowa Nr 39 (SP 39),nan,,,,
Szkoła Podstawowa Nr 53 (SP 53),Działalność podstawowa,APO,6080700.0,,6080700.0
Szkoła Podstawowa Nr 53 (SP 53),Pozostała działalność,CPO,13500.0,,13500.0
Szkoła Podstawowa Nr 53 (SP 53),Zadania dzielnic (bieżące),DBR,76000.0,,76000.0
Szkoła Podstawowa Nr 53 (SP 53),Zadania realizowane na podstawie umów i porozumień,HUP,96000.0,,96000.0
Szkoła Podstawowa Nr 53 (SP 53),Remonty,DRE,25000.0,,25000.0
Szkoła Podstawowa Nr 53 (SP 53),Zadania dzielnic (inwestycyjne),"DIR, DIW",,,0.0
Szkoła Podstawowa Nr 53 (SP 53),Zadania inwestycyjne,ZIN,,,
Szkoła Podstawowa Nr 53 (SP 53),nan,,,,
Szkoła Podstawowa Nr 55 (SP 55),Działalność podstawowa,APO,3768700.0,,3768700.0
Szkoła Podstawowa Nr 55 (SP 55),Pozostała działalność,CPO,29900.0,,29900.0
Szkoła Podstawowa Nr 55 (SP 55),Zadania dzielnic (bieżące),DBR,90000.0,,90000.0
Szkoła Podstawowa Nr 55 (SP 55),Remonty,DRE,10000.0,,10000.0
Szkoła Podstawowa Nr 55 (SP 55),Zadania inwestycyjne,ZIN,,,0.0
Szkoła Podstawowa Nr 55 (SP 55),nan,,,,
Szkoła Podstawowa Nr 56 (SP 56),Działalność podstawowa,APO,4290100.0,,4290100.0
Szkoła Podstawowa Nr 56 (SP 56),Pozostała działalność,CPO,,,0.0
Szkoła Podstawowa Nr 56 (SP 56),Zadania dzielnic (bieżące),DBR,160000.0,,160000.0
Szkoła Podstawowa Nr 56 (SP 56),Remonty,DRE,5000.0,,5000.0
Szkoła Podstawowa Nr 56 (SP 56),Zadania inwestycyjne,ZIN,,,0.0
Szkoła Podstawowa Nr 56 (SP 56),nan,,,,
Szkoła Podstawowa Nr 64  (SP 64),Działalność podstawowa,APO,4345200.0,,4345200.0
Szkoła Podstawowa Nr 64  (SP 64),Pozostała działalność,CPO,40300.0,,40300.0
Szkoła Podstawowa Nr 64  (SP 64),w tym konkurs języka angielskiego im. Agnieszki Klimczyk,,,,
Szkoła Podstawowa Nr 64  (SP 64),Zadania dzielnic (bieżące),DBR,51600.0,,51600.0
Szkoła Podstawowa Nr 64  (SP 64),Remonty,DRE,5000.0,,5000.0
Szkoła Podstawowa Nr 64  (SP 64),nan,,,,
Szkoła Podstawowa Nr 117  (SP 117),Działalność podstawowa,APO,3705100.0,,3705100.0
Szkoła Podstawowa Nr 117  (SP 117),Pozostała działalność,CPO,15800.0,,15800.0
Szkoła Podstawowa Nr 117  (SP 117),Zadania dzielnic (bieżące),DBR,50000.0,,50000.0
Szkoła Podstawowa Nr 117  (SP 117),Remonty,DRE,7000.0,,7000.0
Szkoła Podstawowa Nr 117  (SP 117),Zadania inwestycyjne,ZIN,,,
Szkoła Podstawowa Nr 117  (SP 117),nan,,,,
Szkoła Podstawowa Nr 144  (SP 144),Działalność podstawowa,APO,8821100.0,,8821100.0
Szkoła Podstawowa Nr 144  (SP 144),Pozostała działalność,CPO,50200.0,,50200.0
Szkoła Podstawowa Nr 144  (SP 144),Zadania dzielnic (bieżące),DBR,56000.0,,56000.0
Szkoła Podstawowa Nr 144  (SP 144),Remonty,DRE,10000.0,,10000.0
Szkoła Podstawowa Nr 144  (SP 144),Zadania dzielnic (inwestycyjne),"DIR, DIW",,,
Szkoła Podstawowa Nr 144  (SP 144),nan,,,,
Szkoła Podstawowa Nr 158  (SP 158),Działalność podstawowa,APO,11537300.0,,11537300.0
Szkoła Podstawowa Nr 158  (SP 158),Pozostała działalność,CPO,43300.0,,43300.0
Szkoła Podstawowa Nr 158  (SP 158),Zadania dzielnic (bieżące),DBR,51000.0,,51000.0
Szkoła Podstawowa Nr 158  (SP 158),Koordynacja kształcenia zawodowego uczniów,KKU,15576.0,,15576.0
Szkoła Podstawowa Nr 158  (SP 158),Dostępna szkoła,GDS,,,
Szkoła Podstawowa Nr 158  (SP 158),Remonty,DRE,13000.0,,13000.0
Szkoła Podstawowa Nr 158  (SP 158),nan,,,,
Zespół Szkolno - Przedszkolny Nr 1 (ZSP 1),Działalność podstawowa,APO,8374400.0,,8374400.0
Zespół Szkolno - Przedszkolny Nr 1 (ZSP 1),Pozostała działalność,CPO,10500.0,,10500.0
Zespół Szkolno - Przedszkolny Nr 1 (ZSP 1),Zadania dzielnic (bieżące),DBR,37000.0,,37000.0
Zespół Szkolno - Przedszkolny Nr 1 (ZSP 1),Remonty,DRE,14000.0,,14000.0
Zespół Szkolno - Przedszkolny Nr 1 (ZSP 1),Zadania inwestycyjne,ZIN,,,0.0
Zespół Szkolno - Przedszkolny Nr 1 (ZSP 1),nan,,,,
Zespół Szkolno - Przedszkolny Nr 8 (ZSP 8),Działalność podstawowa,APO,4385600.0,,4385600.0
Zespół Szkolno - Przedszkolny Nr 8 (ZSP 8),Pozostała działalność,CPO,22900.0,,22900.0
Zespół Szkolno - Przedszkolny Nr 8 (ZSP 8),Zadania dzielnic (bieżące),DBR,80200.0,,80200.0
Zespół Szkolno - Przedszkolny Nr 8 (ZSP 8),Zadania realizowane na podstawie umów i porozumień,HUP,97000.0,,97000.0
Zespół Szkolno - Przedszkolny Nr 8 (ZSP 8),Remonty,DRE,7000.0,,7000.0
Zespół Szkolno - Przedszkolny Nr 8 (ZSP 8),Zadania inwestycyjne,ZIN,,,0.0
Zespół Szkolno - Przedszkolny Nr 8 (ZSP 8),nan,,,,
Zespół Szkolno - Przedszkolny Nr 11 (ZSP 11),Działalność podstawowa,APO,7220900.0,,7220900.0
Zespół Szkolno - Przedszkolny Nr 11 (ZSP 11),Pozostała działalność,CPO,8900.0,,8900.0
Zespół Szkolno - Przedszkolny Nr 11 (ZSP 11),Zadania dzielnic (bieżące),DBR,55000.0,,55000.0
Zespół Szkolno - Przedszkolny Nr 11 (ZSP 11),Koordynacja kształcenia zawodowego uczniów,KKU,9132.0,,9132.0
Zespół Szkolno - Przedszkolny Nr 11 (ZSP 11),Mobilność edukacyjna POWER,MEP,188000.0,,188000.0
Zespół Szkolno - Przedszkolny Nr 11 (ZSP 11),Remonty,DRE,18000.0,,18000.0
Zespół Szkolno - Przedszkolny Nr 11 (ZSP 11),nan,,,,
Zespół Szkolno - Przedszkolny Nr 13 (ZSP 13),Działalność podstawowa,APO,5440900.0,,5440900.0
Zespół Szkolno - Przedszkolny Nr 13 (ZSP 13),Pozostała działalność,CPO,8900.0,,8900.0
Zespół Szkolno - Przedszkolny Nr 13 (ZSP 13),Zadania dzielnic (bieżące),DBR,30000.0,,30000.0
Zespół Szkolno - Przedszkolny Nr 13 (ZSP 13),Koordynacja kształcenia zawodowego uczniów,KKU,4770.0,,4770.0
Zespół Szkolno - Przedszkolny Nr 13 (ZSP 13),Remonty,DRE,11500.0,,11500.0
Zespół Szkolno - Przedszkolny Nr 13 (ZSP 13),Zadania inwestycyjne,ZIN,,,
Zespół Szkolno - Przedszkolny Nr 13 (ZSP 13),nan,,,,
Zespół Szkolno - Przedszkolny Nr 15 (ZSP 15),Działalność podstawowa,APO,4130600.0,,4130600.0
Zespół Szkolno - Przedszkolny Nr 15 (ZSP 15),Pozostała działalność,CPO,11800.0,,11800.0
Zespół Szkolno - Przedszkolny Nr 15 (ZSP 15),Zadania dzielnic (bieżące),DBR,5000.0,,5000.0
Zespół Szkolno - Przedszkolny Nr 15 (ZSP 15),Remonty,DRE,9000.0,,9000.0
Zespół Szkolno - Przedszkolny Nr 15 (ZSP 15),Koordynacja kształcenia zawodowego uczniów,KKU,4370.0,,4370.0
Zespół Szkolno - Przedszkolny Nr 15 (ZSP 15),Zadania inwestycyjne,ZIN,,,0.0
Zespół Szkolno - Przedszkolny Nr 15 (ZSP 15),nan,,,,
Zespół Szkolno - Przedszkolny Nr 17 (ZSP 17),Działalność podstawowa,APO,12586200.0,,12586200.0
Zespół Szkolno - Przedszkolny Nr 17 (ZSP 17),Pozostała działalność,CPO,40500.0,,40500.0
Zespół Szkolno - Przedszkolny Nr 17 (ZSP 17),Zadania dzielnic (bieżące),DBR,100000.0,,100000.0
Zespół Szkolno - Przedszkolny Nr 17 (ZSP 17),Koordynacja kształcenia zawodowego uczniów,KKU,12357.0,,12357.0
Zespół Szkolno - Przedszkolny Nr 17 (ZSP 17),Zadania realizowane na podstawie umów i porozumień,HUP,85000.0,,85000.0
Zespół Szkolno - Przedszkolny Nr 17 (ZSP 17),Remonty,DRE,16000.0,,16000.0
Zespół Szkolno - Przedszkolny Nr 17 (ZSP 17),nan,,,,
Zespół Szkolno - Przedszkolny Nr 19 (ZSP 19),Działalność podstawowa,APO,,,0.0
Zespół Szkolno - Przedszkolny Nr 19 (ZSP 19),Pozostała działalność,CPO,,,0.0
Zespół Szkolno - Przedszkolny Nr 19 (ZSP 19),Zadania dzielnic (bieżące),DBR,,,
Zespół Szkolno - Przedszkolny Nr 19 (ZSP 19),Remonty,DRE,,,0.0
Zespół Szkolno - Przedszkolny Nr 19 (ZSP 19),nan,,,,
Zespół Szkół Ogólnokształcących Nr 7 (ZSO 7),Działalność podstawowa,APO,3022100.0,,3022100.0
Zespół Szkół Ogólnokształcących Nr 7 (ZSO 7),Zadania dzielnic (bieżące),DBR,2500.0,,2500.0
Zespół Szkół Ogólnokształcących Nr 7 (ZSO 7),Koordynacja kształcenia zawodowego uczniów,KKU,3310.0,,3310.0
Zespół Szkół Ogólnokształcących Nr 7 (ZSO 7),Remonty,DRE,7000.0,,7000.0
Zespół Szkół Ogólnokształcących Nr 7 (ZSO 7),Realizacja programów unijnych- Erasmus +,ERP,34780.0,,34780.0
Zespół Szkół Ogólnokształcących Nr 7 (ZSO 7),Pozostała działalność,CPO,,,0.0
Zespół Szkół Ogólnokształcących Nr 7 (ZSO 7),nan,,,,0.0
Zespół Szkół Ogólnokształcących Nr 9  (ZSO 9),Działalność podstawowa,APO,6001940.0,,6001940.0
Zespół Szkół Ogólnokształcących Nr 9  (ZSO 9),Pozostała działalność,CPO,18800.0,,18800.0
Zespół Szkół Ogólnokształcących Nr 9  (ZSO 9),Zadania dzielnic (bieżące),DBR,45600.0,,45600.0
Zespół Szkół Ogólnokształcących Nr 9  (ZSO 9),Remonty,DRE,6000.0,,6000.0
Zespół Szkół Ogólnokształcących Nr 9  (ZSO 9),Realizacja programów unijnych- Erasmus +,ERP,72920.0,,72920.0
Zespół Szkół Ogólnokształcących Nr 9  (ZSO 9),Koordynacja kształcenia zawodowego uczniów,KKU,690.0,,690.0
Zespół Szkół Ogólnokształcących Nr 9  (ZSO 9),Zadania inwestycyjne,ZIN,,,0.0
Zespół Szkół Ogólnokształcących Nr 9  (ZSO 9),nan,,,,0.0
Zespół Szkół Ogólnokształcących Nr 13 (ZSO 13),Działalność podstawowa,APO,2420770.0,,2420770.0
Zespół Szkół Ogólnokształcących Nr 13 (ZSO 13),Zadania dzielnic (bieżące),DBR,20000.0,,20000.0
Zespół Szkół Ogólnokształcących Nr 13 (ZSO 13),Remonty,DRE,6000.0,,6000.0
Zespół Szkół Ogólnokształcących Nr 13 (ZSO 13),Pozostała działalność,CPO,5200.0,,5200.0
Zespół Szkół Ogólnokształcących Nr 13 (ZSO 13),nan,,,,
Zespół Szkół Ogólnokształcących Nr 18 (ZSO 18),Działalność podstawowa,APO,4425610.0,,4425610.0
Zespół Szkół Ogólnokształcących Nr 18 (ZSO 18),Zadania dzielnic (bieżące),DBR,56500.0,,56500.0
Zespół Szkół Ogólnokształcących Nr 18 (ZSO 18),Remonty,DRE,6000.0,,6000.0
Zespół Szkół Ogólnokształcących Nr 18 (ZSO 18),Pozostała działalność,CPO,,,0.0
Zespół Szkół Ogólnokształcących Nr 18 (ZSO 18),nan,,,,
I Liceum Ogólnokształcące (LO I),Działalność podstawowa,APO,7360700.0,,7360700.0
I Liceum Ogólnokształcące (LO I),Małopolska Chmura Edukacyjna,CHM,4200.0,,4200.0
I Liceum Ogólnokształcące (LO I),Remonty,DRE,10000.0,,10000.0
I Liceum Ogólnokształcące (LO I),Pozostała działalność,CPO,,,
I Liceum Ogólnokształcące (LO I),Realizacja programów unijnych- Erasmus +,ERP,21200.0,,21200.0
I Liceum Ogólnokształcące (LO I),Program mobilności ponadnarodowej,PMP,96670.0,,96670.0
I Liceum Ogólnokształcące (LO I),nan,,,,
III Liceum Ogólnokształcące (LO III),Działalność podstawowa,APO,6113000.0,,6113000.0
III Liceum Ogólnokształcące (LO III),Małopolska Chmura Edukacyjna,CHM,2100.0,,2100.0
III Liceum Ogólnokształcące (LO III),Zadania dzielnic (bieżące),DBR,5000.0,,5000.0
III Liceum Ogólnokształcące (LO III),Remonty,DRE,20000.0,,20000.0
III Liceum Ogólnokształcące (LO III),Pozostała działalność,CPO,,,
III Liceum Ogólnokształcące (LO III),nan,,,,
IV Liceum Ogólnokształcące (LO IV),Działalność podstawowa,APO,6958800.0,,6958800.0
IV Liceum Ogólnokształcące (LO IV),Zadania dzielnic (bieżące),DBR,4000.0,,4000.0
IV Liceum Ogólnokształcące (LO IV),Małopolska Chmura Edukacyjna,CHM,5250.0,,5250.0
IV Liceum Ogólnokształcące (LO IV),Remonty,DRE,8000.0,,8000.0
IV Liceum Ogólnokształcące (LO IV),Pozostała działalność,CPO,,,
IV Liceum Ogólnokształcące (LO IV),nan,,,,
V Liceum Ogólnokształcące (LO V) ,Działalność podstawowa,APO,7680200.0,,7680200.0
V Liceum Ogólnokształcące (LO V) ,Małopolska Chmura Edukacyjna,CHM,6300.0,,6300.0
V Liceum Ogólnokształcące (LO V) ,Zadania realizowane na podstawie umów i porozumień,HUP,34500.0,,34500.0
V Liceum Ogólnokształcące (LO V) ,Remonty,DRE,14000.0,,14000.0
V Liceum Ogólnokształcące (LO V) ,Realizacja programów unijnych- Erasmus +,ERP,62000.0,,62000.0
V Liceum Ogólnokształcące (LO V) ,Pozostała działalność,CPO,,,0.0
V Liceum Ogólnokształcące (LO V) ,Zadania inwestycyjne,ZIN,,,0.0
V Liceum Ogólnokształcące (LO V) ,nan,,,,0.0
VI Liceum Ogólnokształcące (LO VI),Działalność podstawowa,APO,8974000.0,,8974000.0
VI Liceum Ogólnokształcące (LO VI),Małopolska Chmura Edukacyjna,CHM,2100.0,,2100.0
VI Liceum Ogólnokształcące (LO VI),Matura międzynarodowa,MMR,,,0.0
VI Liceum Ogólnokształcące (LO VI),Remonty,DRE,8000.0,,8000.0
VI Liceum Ogólnokształcące (LO VI),w tym remont dachu i ław kominiarskich oraz kontynuacja renowacji stolarki drzwiowej wewnętrznej i zewnętrznej,,,,
VI Liceum Ogólnokształcące (LO VI),Zadania dzielnic (bieżące),DBR,2000.0,,2000.0
VI Liceum Ogólnokształcące (LO VI),Zadania inwestycyjne,ZIN,,,0.0
VI Liceum Ogólnokształcące (LO VI),nan,,,,
VII Liceum Ogólnokształcące (LO VII),Działalność podstawowa,APO,6573000.0,,6573000.0
VII Liceum Ogólnokształcące (LO VII),Małopolska Chmura Edukacyjna ,CHM,4200.0,,4200.0
VII Liceum Ogólnokształcące (LO VII),Remonty,DRE,23000.0,,23000.0
VII Liceum Ogólnokształcące (LO VII),Pozostała działalność,CPO,,,
VII Liceum Ogólnokształcące (LO VII),Zadania dzielnic (bieżące),DBR,3000.0,,3000.0
VII Liceum Ogólnokształcące (LO VII),nan,,,,
VIII Liceum Ogólnokształcące (LO VIII),Działalność podstawowa,APO,6433470.0,,6433470.0
VIII Liceum Ogólnokształcące (LO VIII),Małopolska Chmura Edukacyjna ,CHM,2100.0,,2100.0
VIII Liceum Ogólnokształcące (LO VIII),Realizacja programów unijnych- Erasmus +,ERP,155000.0,,155000.0
VIII Liceum Ogólnokształcące (LO VIII),Remonty,DRE,7000.0,,7000.0
VIII Liceum Ogólnokształcące (LO VIII),Pozostała działalność,CPO,,,
VIII Liceum Ogólnokształcące (LO VIII),Zadania dzielnic (bieżące),DBR,4000.0,,4000.0
VIII Liceum Ogólnokształcące (LO VIII),nan,,,,
IX Liceum Ogólnokształcące (LO IX),Działalność podstawowa,APO,4360610.0,,4360610.0
IX Liceum Ogólnokształcące (LO IX),Remonty,DRE,7000.0,,7000.0
IX Liceum Ogólnokształcące (LO IX),Pozostała działalność,CPO,,,
IX Liceum Ogólnokształcące (LO IX),Zadania dzielnic (bieżące),DBR,3000.0,,3000.0
IX Liceum Ogólnokształcące (LO IX),Zadania inwestycyjne,ZIN,,,
IX Liceum Ogólnokształcące (LO IX),nan,,,,0.0
X Liceum Ogólnokształcące (LO X),Działalność podstawowa,APO,6599600.0,,6599600.0
X Liceum Ogólnokształcące (LO X),Małopolska Chmura Edukacyjna ,CHM,3150.0,,3150.0
X Liceum Ogólnokształcące (LO X),Realizacja programów unijnych- Erasmus +,ERP,243100.0,,243100.0
X Liceum Ogólnokształcące (LO X),Remonty,DRE,7000.0,,7000.0
X Liceum Ogólnokształcące (LO X),Zadania inwestycyjne,ZIN,,,0.0
X Liceum Ogólnokształcące (LO X),nan,,,,
XI Liceum Ogólnokształcące (LO XI),Działalność podstawowa,APO,5262300.0,,5262300.0
XI Liceum Ogólnokształcące (LO XI),Małopolska Chmura Edukacyjna ,CHM,3150.0,,3150.0
XI Liceum Ogólnokształcące (LO XI),Realizacja Programów Unijnych - Erasmus+,ERP,,,
XI Liceum Ogólnokształcące (LO XI),Remonty,DRE,7000.0,,7000.0
XI Liceum Ogólnokształcące (LO XI),"w tym: szatnia wg projektu, szafki, remont łazienek",,,,
XI Liceum Ogólnokształcące (LO XI),Pozostała działalność,CPO,,,
XI Liceum Ogólnokształcące (LO XI),Zadania dzielnic (bieżące),DBR,,,
XI Liceum Ogólnokształcące (LO XI),nan,,,,
XII Liceum Ogólnokształcące (LO XII),Działalność podstawowa,APO,5450300.0,,5450300.0
XII Liceum Ogólnokształcące (LO XII),Remonty,DRE,7000.0,,7000.0
XII Liceum Ogólnokształcące (LO XII),Pozostała działalność,CPO,,,
XII Liceum Ogólnokształcące (LO XII),nan,,,,
XIII Liceum Ogólnokształcące (LO XIII),Działalność podstawowa,APO,6120600.0,,6120600.0
XIII Liceum Ogólnokształcące (LO XIII),Zadania dzielnic (bieżące),DBR,25000.0,,25000.0
XIII Liceum Ogólnokształcące (LO XIII),Remonty,DRE,7000.0,,7000.0
XIII Liceum Ogólnokształcące (LO XIII),Pozostała działalność,CPO,,,
XIII Liceum Ogólnokształcące (LO XIII),Zadania realizowane na podstawie umów i porozumień,HUP,27000.0,,27000.0
XIII Liceum Ogólnokształcące (LO XIII),Mobilność edukacyjna POWER,MEP,169035.0,,169035.0
XIII Liceum Ogólnokształcące (LO XIII),nan,,,,0.0
XIV Liceum Ogólnokształcące (LO XIV),Działalność podstawowa,APO,3591100.0,,3591100.0
XIV Liceum Ogólnokształcące (LO XIV),Remonty,DRE,7000.0,,7000.0
XIV Liceum Ogólnokształcące (LO XIV),Pozostała działalność,CPO,,,
XIV Liceum Ogólnokształcące (LO XIV),nan,,,,0.0
XV Liceum Ogólnokształcące (LO XV),Działalność podstawowa,APO,4515010.0,,4515010.0
XV Liceum Ogólnokształcące (LO XV),Remonty,DRE,9000.0,,9000.0
XV Liceum Ogólnokształcące (LO XV),Pozostała działalność,CPO,,,
XV Liceum Ogólnokształcące (LO XV),Zadania dzielnic (inwestycyjne),"DIR, DIW",,,
XV Liceum Ogólnokształcące (LO XV),nan,,0.0,,0.0
XX Liceum Ogólnokształcące (LO XX),Działalność podstawowa,APO,5738600.0,,5738600.0
