Jednostka,Nazwa zadania,Akronim,Wydatki rzeczowe,Wydatki na utrzymanie stanowiska pracy,Wydatki na zadania ogółem
Miejskie Centrum Obsługi Oświaty (MCOO),MCOO - Kształcenie zawodowe uczniów w branży turystyczno - gastronomicznej,CKT,812650.0,,812650.0
Miejskie Centrum Obsługi Oświaty (MCOO),MCOO - Koordynacja kształcenia zawodowego uczniów,KKU,537340.0,,537340.0
Miejskie Centrum Obsługi Oświaty (MCOO),Mobilność edukacyjna POWER,MEP,233650.0,,233650.0
Miejskie Centrum Obsługi Oświaty (MCOO),Zadania dzielnic (bieżące),DBR,8630564.0,,8630564.0
Miejskie Centrum Obsługi Oświaty (MCOO),Elektromobilność w Gminie Miejskiej Kraków,EGM,12500.0,,12500.0
Miejskie Centrum Obsługi Oświaty (MCOO),Przedszkola - remonty,P/DRE,,,0.0
Miejskie Centrum Obsługi Oświaty (MCOO),Przedszkola - pozostała działalność ,P/CPO,,,0.0
Miejskie Centrum Obsługi Oświaty (MCOO),Szkoły podstawowe - remonty,SP/DRE,,,0.0
Miejskie Centrum Obsługi Oświaty (MCOO),Zespoły szkół - remonty,ZS/DRE,,,0.0
Miejskie Centrum Obsługi Oświaty (MCOO),SOSW - remonty,SOSW/DRE,,,0.0
Miejskie Centrum Obsługi Oświaty (MCOO),Licea ogólnokształcące - remonty,LO/DRE,,,0.0
Miejskie Centrum Obsługi Oświaty (MCOO),Małopolska Tarcza Antykryzysowa - Cyfryzacja szkół i placówek oświatowych,MTA,,,
Miejskie Centrum Obsługi Oświaty (MCOO),MCOO - Program mobilności ponadnarodowej,PMP,,,0.0
Miejskie Centrum Obsługi Oświaty (MCOO),Zadania dzielnic (inwestycyjne),"DIR, DIW",,,0.0
Miejskie Centrum Obsługi Oświaty (MCOO),Zadania inwestycyjne,ZIN,,,0.0
Miejskie Centrum Obsługi Oświaty (MCOO),nan,,,,0.0
Przedszkole Nr 135 (P 135),Działalność podstawowa,APO,2499930.0,,2499930.0
Przedszkole Nr 135 (P 135),Zadania dzielnic (bieżące),DBR,30000.0,,30000.0
Przedszkole Nr 135 (P 135),Remonty,DRE,7000.0,,7000.0
Przedszkole Nr 135 (P 135),nan,,,,0.0
Szkoła Podstawowa Nr 2 (SP 2),Działalność podstawowa,APO,8658960.0,,8658960.0
Szkoła Podstawowa Nr 2 (SP 2),Pozostała działalność,CPO,11700.0,,11700.0
Szkoła Podstawowa Nr 2 (SP 2),Zadania dzielnic (bieżące),DBR,36200.0,,36200.0
Szkoła Podstawowa Nr 2 (SP 2),Koordynacja kształcenia zawodowego uczniów,KKU,2800.0,,2800.0
Szkoła Podstawowa Nr 2 (SP 2),Realizacja programów unijnych- Erasmus +,ERP,26500.0,,26500.0
Szkoła Podstawowa Nr 2 (SP 2),Remonty,DRE,13000.0,,13000.0
Szkoła Podstawowa Nr 2 (SP 2),nan,,,,
Szkoła Podstawowa Nr 5 (SP 5),Działalność podstawowa,APO,7275370.0,,7275370.0
Szkoła Podstawowa Nr 5 (SP 5),Pozostała działalność,CPO,25000.0,,25000.0
Szkoła Podstawowa Nr 5 (SP 5),Zadania dzielnic (bieżące),DBR,113000.0,,113000.0
Szkoła Podstawowa Nr 5 (SP 5),Koordynacja kształcenia zawodowego uczniów,KKU,6500.0,,6500.0
Szkoła Podstawowa Nr 5 (SP 5),Remonty,DRE,7000.0,,7000.0
Szkoła Podstawowa Nr 5 (SP 5),nan,,,,
Szkoła Podstawowa Nr 10 (SP 10),Działalność podstawowa,APO,2642110.0,,2642110.0
Szkoła Podstawowa Nr 10 (SP 10),Zadania dzielnic (bieżące),DBR,60000.0,,60000.0
Szkoła Podstawowa Nr 10 (SP 10),Koordynacja kształcenia zawodowego uczniów,KKU,2720.0,,2720.0
Szkoła Podstawowa Nr 10 (SP 10),Remonty,DRE,8000.0,,8000.0
Szkoła Podstawowa Nr 10 (SP 10),Pozostała działalność,CPO,,,0.0
Szkoła Podstawowa Nr 10 (SP 10),nan,,,,
Szkoła Podstawowa Nr 12 (SP 12),Działalność podstawowa,APO,6447150.0,,6447150.0
Szkoła Podstawowa Nr 12 (SP 12),Zadania dzielnic (bieżące),DBR,140000.0,,140000.0
Szkoła Podstawowa Nr 12 (SP 12),Realizacja programów unijnych- Erasmus +,ERP,127000.0,,127000.0
Szkoła Podstawowa Nr 12 (SP 12),Koordynacja kształcenia zawodowego uczniów,KKU,8650.0,,8650.0
Szkoła Podstawowa Nr 12 (SP 12),Remonty,DRE,10000.0,,10000.0
Szkoła Podstawowa Nr 12 (SP 12),Pozostała działalność,CPO,,,0.0
Szkoła Podstawowa Nr 12 (SP 12),nan,,,,
Szkoła Podstawowa Nr 26 (SP 26),Działalność podstawowa,APO,5863020.0,,5863020.0
Szkoła Podstawowa Nr 26 (SP 26),Pozostała działalność,CPO,8000.0,,8000.0
Szkoła Podstawowa Nr 26 (SP 26),Zadania dzielnic (bieżące),DBR,102500.0,,102500.0
Szkoła Podstawowa Nr 26 (SP 26),Remonty,DRE,508000.0,,508000.0
Szkoła Podstawowa Nr 26 (SP 26),Zadania inwestycyjne,ZIN,,,0.0
Szkoła Podstawowa Nr 26 (SP 26),w tym remont sal i korytarzy wraz z instalacjami elektrycznymi,,,,
Szkoła Podstawowa Nr 26 (SP 26),nan,,,,
Szkoła Podstawowa Nr 27 (SP 27),Działalność podstawowa,APO,6852710.0,,6852710.0
Szkoła Podstawowa Nr 27 (SP 27),Pozostała działalność,CPO,42100.0,,42100.0
Szkoła Podstawowa Nr 27 (SP 27),Zadania dzielnic (bieżące),DBR,63000.0,,63000.0
Szkoła Podstawowa Nr 27 (SP 27),Zadania realizowane na podstawie umów i porozumień,HUP,47200.0,,47200.0
Szkoła Podstawowa Nr 27 (SP 27),Remonty,DRE,8000.0,,8000.0
Szkoła Podstawowa Nr 27 (SP 27),Zadania inwestycyjne,ZIN,,,
Szkoła Podstawowa Nr 27 (SP 27),nan,,,,
Szkoła Podstawowa Nr 29 (SP 29),Działalność podstawowa,APO,4695690.0,,4695690.0
Szkoła Podstawowa Nr 29 (SP 29),Pozostała działalność,CPO,7000.0,,7000.0
Szkoła Podstawowa Nr 29 (SP 29),Zadania dzielnic (bieżące),DBR,202500.0,,202500.0
Szkoła Podstawowa Nr 29 (SP 29),Koordynacja kształcenia zawodowego uczniów,KKU,6990.0,,6990.0
Szkoła Podstawowa Nr 29 (SP 29),Remonty,DRE,507000.0,,507000.0
Szkoła Podstawowa Nr 29 (SP 29),w tym remont korytarzy,,,,
Szkoła Podstawowa Nr 29 (SP 29),nan,,,,
Szkoła Podstawowa Nr 30 (SP 30),Działalność podstawowa,APO,4808490.0,,4808490.0
Szkoła Podstawowa Nr 30 (SP 30),Zadania dzielnic (bieżące),DBR,60000.0,,60000.0
Szkoła Podstawowa Nr 30 (SP 30),Remonty,DRE,8000.0,,8000.0
Szkoła Podstawowa Nr 30 (SP 30),Pozostała działalność,CPO,,,0.0
Szkoła Podstawowa Nr 30 (SP 30),Zadania  inwestycyjne,ZIN,,,0.0
Szkoła Podstawowa Nr 30 (SP 30),nan,,,,
Szkoła Podstawowa Nr 36 (SP 36),Działalność podstawowa,APO,3870770.0,,3870770.0
Szkoła Podstawowa Nr 36 (SP 36),Pozostała działalność,CPO,7000.0,,7000.0
Szkoła Podstawowa Nr 36 (SP 36),Zadania dzielnic (bieżące),DBR,100000.0,,100000.0
Szkoła Podstawowa Nr 36 (SP 36),Koordynacja kształcenia zawodowego uczniów,KKU,2300.0,,2300.0
Szkoła Podstawowa Nr 36 (SP 36),Realizacja programów unijnych- Erasmus +,ERP,64240.0,,64240.0
Szkoła Podstawowa Nr 36 (SP 36),Remonty,DRE,6000.0,,6000.0
Szkoła Podstawowa Nr 36 (SP 36),nan,,,,
Szkoła Podstawowa Nr 39 (SP 39),Działalność podstawowa,APO,2775490.0,,2775490.0
Szkoła Podstawowa Nr 39 (SP 39),Zadania dzielnic (bieżące),DBR,71000.0,,71000.0
Szkoła Podstawowa Nr 39 (SP 39),Pozostała działalność,CPO,9100.0,,9100.0
Szkoła Podstawowa Nr 39 (SP 39),Remonty,DRE,187000.0,,187000.0
Szkoła Podstawowa Nr 39 (SP 39),w tym remont łazienek oraz wymiana podłogi na korytarzach,,,,
Szkoła Podstawowa Nr 39 (SP 39),Realizacja programów unijnych- Erasmus +,ERP,,,0.0
Szkoła Podstawowa Nr 39 (SP 39),Zadania dzielnic (inwestycyjne),"DIR, DIW",,,0.0
Szkoła Podstawowa Nr 39 (SP 39),Zadania inwestycyjne,ZIN,,,0.0
Szkoła Podstawowa Nr 39 (SP 39),nan,,,,
Szkoła Podstawowa Nr 53 (SP 53),Działalność podstawowa,APO,7588530.0,,7588530.0
Szkoła Podstawowa Nr 53 (SP 53),Pozostała działalność,CPO,18400.0,,18400.0
Szkoła Podstawowa Nr 53 (SP 53),Zadania dzielnic (bieżące),DBR,26000.0,,26000.0
Szkoła Podstawowa Nr 53 (SP 53),Zadania realizowane na podstawie umów i porozumień,HUP,46800.0,,46800.0
Szkoła Podstawowa Nr 53 (SP 53),Remonty,DRE,25000.0,,25000.0
Szkoła Podstawowa Nr 53 (SP 53),Zadania dzielnic (inwestycyjne),"DIR, DIW",,,0.0
Szkoła Podstawowa Nr 53 (SP 53),Zadania inwestycyjne,ZIN,,,
Szkoła Podstawowa Nr 53 (SP 53),nan,,,,
Szkoła Podstawowa Nr 55 (SP 55),Działalność podstawowa,APO,3994650.0,,3994650.0
Szkoła Podstawowa Nr 55 (SP 55),Pozostała działalność,CPO,30000.0,,30000.0
Szkoła Podstawowa Nr 55 (SP 55),Zadania dzielnic (bieżące),DBR,85000.0,,85000.0
Szkoła Podstawowa Nr 55 (SP 55),Remonty,DRE,10000.0,,10000.0
Szkoła Podstawowa Nr 55 (SP 55),Zadania inwestycyjne,ZIN,,,0.0
Szkoła Podstawowa Nr 55 (SP 55),nan,,,,
Szkoła Podstawowa Nr 56 (SP 56),Działalność podstawowa,APO,4345090.0,,4345090.0
Szkoła Podstawowa Nr 56 (SP 56),Pozostała działalność,CPO,7000.0,,7000.0
Szkoła Podstawowa Nr 56 (SP 56),Zadania dzielnic (bieżące),DBR,108000.0,,108000.0
Szkoła Podstawowa Nr 56 (SP 56),Remonty,DRE,5000.0,,5000.0
Szkoła Podstawowa Nr 56 (SP 56),Zadania inwestycyjne,ZIN,,,0.0
Szkoła Podstawowa Nr 56 (SP 56),nan,,,,
Szkoła Podstawowa Nr 64  (SP 64),Działalność podstawowa,APO,4172360.0,,4172360.0
Szkoła Podstawowa Nr 64  (SP 64),Pozostała działalność,CPO,35300.0,,35300.0
Szkoła Podstawowa Nr 64  (SP 64),w tym konkurs języka angielskiego im. Agnieszki Klimczyk,,,,
Szkoła Podstawowa Nr 64  (SP 64),Zadania dzielnic (bieżące),DBR,75800.0,,75800.0
Szkoła Podstawowa Nr 64  (SP 64),Remonty,DRE,5000.0,,5000.0
Szkoła Podstawowa Nr 64  (SP 64),nan,,,,
Szkoła Podstawowa Nr 117  (SP 117),Działalność podstawowa,APO,,,0.0
Szkoła Podstawowa Nr 117  (SP 117),Pozostała działalność,CPO,,,0.0
Szkoła Podstawowa Nr 117  (SP 117),Zadania dzielnic (bieżące),DBR,,,0.0
Szkoła Podstawowa Nr 117  (SP 117),Remonty,DRE,,,0.0
Szkoła Podstawowa Nr 117  (SP 117),Zadania inwestycyjne,ZIN,,,
Szkoła Podstawowa Nr 117  (SP 117),nan,,,,
Szkoła Podstawowa Nr 144  (SP 144),Działalność podstawowa,APO,8644640.0,,8644640.0
Szkoła Podstawowa Nr 144  (SP 144),Pozostała działalność,CPO,35000.0,,35000.0
Szkoła Podstawowa Nr 144  (SP 144),Zadania dzielnic (bieżące),DBR,56000.0,,56000.0
Szkoła Podstawowa Nr 144  (SP 144),Remonty,DRE,10000.0,,10000.0
Szkoła Podstawowa Nr 144  (SP 144),Zadania dzielnic (inwestycyjne),"DIR, DIW",,,
Szkoła Podstawowa Nr 144  (SP 144),nan,,,,
Szkoła Podstawowa Nr 158  (SP 158),Działalność podstawowa,APO,11745180.0,,11745180.0
Szkoła Podstawowa Nr 158  (SP 158),Pozostała działalność,CPO,45000.0,,45000.0
Szkoła Podstawowa Nr 158  (SP 158),Zadania dzielnic (bieżące),DBR,41000.0,,41000.0
Szkoła Podstawowa Nr 158  (SP 158),Koordynacja kształcenia zawodowego uczniów,KKU,3490.0,,3490.0
Szkoła Podstawowa Nr 158  (SP 158),Dostępna szkoła,GDS,1074250.0,,1074250.0
Szkoła Podstawowa Nr 158  (SP 158),Remonty,DRE,13000.0,,13000.0
Szkoła Podstawowa Nr 158  (SP 158),nan,,,,
Zespół Szkolno - Przedszkolny Nr 1 (ZSP 1),Działalność podstawowa,APO,9348590.0,,9348590.0
Zespół Szkolno - Przedszkolny Nr 1 (ZSP 1),Pozostała działalność,CPO,7000.0,,7000.0
Zespół Szkolno - Przedszkolny Nr 1 (ZSP 1),Zadania dzielnic (bieżące),DBR,124500.0,,124500.0
Zespół Szkolno - Przedszkolny Nr 1 (ZSP 1),Remonty,DRE,14000.0,,14000.0
Zespół Szkolno - Przedszkolny Nr 1 (ZSP 1),Zadania inwestycyjne,ZIN,,,0.0
Zespół Szkolno - Przedszkolny Nr 1 (ZSP 1),nan,,,,
Zespół Szkolno - Przedszkolny Nr 8 (ZSP 8),Działalność podstawowa,APO,4953790.0,,4953790.0
Zespół Szkolno - Przedszkolny Nr 8 (ZSP 8),Pozostała działalność,CPO,29700.0,,29700.0
Zespół Szkolno - Przedszkolny Nr 8 (ZSP 8),Zadania dzielnic (bieżące),DBR,88200.0,,88200.0
Zespół Szkolno - Przedszkolny Nr 8 (ZSP 8),Zadania realizowane na podstawie umów i porozumień,HUP,106000.0,,106000.0
Zespół Szkolno - Przedszkolny Nr 8 (ZSP 8),Remonty,DRE,7000.0,,7000.0
Zespół Szkolno - Przedszkolny Nr 8 (ZSP 8),Zadania inwestycyjne,ZIN,,,0.0
Zespół Szkolno - Przedszkolny Nr 8 (ZSP 8),nan,,,,
Zespół Szkolno - Przedszkolny Nr 11 (ZSP 11),Działalność podstawowa,APO,8531220.0,,8531220.0
Zespół Szkolno - Przedszkolny Nr 11 (ZSP 11),Pozostała działalność,CPO,12100.0,,12100.0
Zespół Szkolno - Przedszkolny Nr 11 (ZSP 11),Zadania dzielnic (bieżące),DBR,60000.0,,60000.0
Zespół Szkolno - Przedszkolny Nr 11 (ZSP 11),Koordynacja kształcenia zawodowego uczniów,KKU,9950.0,,9950.0
Zespół Szkolno - Przedszkolny Nr 11 (ZSP 11),Mobilność edukacyjna POWER,MEP,188000.0,,188000.0
Zespół Szkolno - Przedszkolny Nr 11 (ZSP 11),Remonty,DRE,18000.0,,18000.0
Zespół Szkolno - Przedszkolny Nr 11 (ZSP 11),nan,,,,
Zespół Szkolno - Przedszkolny Nr 13 (ZSP 13),Działalność podstawowa,APO,6335460.0,,6335460.0
Zespół Szkolno - Przedszkolny Nr 13 (ZSP 13),Pozostała działalność,CPO,7000.0,,7000.0
Zespół Szkolno - Przedszkolny Nr 13 (ZSP 13),Zadania dzielnic (bieżące),DBR,25000.0,,25000.0
Zespół Szkolno - Przedszkolny Nr 13 (ZSP 13),Koordynacja kształcenia zawodowego uczniów,KKU,4770.0,,4770.0
Zespół Szkolno - Przedszkolny Nr 13 (ZSP 13),Remonty,DRE,11500.0,,11500.0
Zespół Szkolno - Przedszkolny Nr 13 (ZSP 13),Zadania inwestycyjne,ZIN,,,
Zespół Szkolno - Przedszkolny Nr 13 (ZSP 13),nan,,,,
Zespół Szkolno - Przedszkolny Nr 15 (ZSP 15),Działalność podstawowa,APO,4470400.0,,4470400.0
Zespół Szkolno - Przedszkolny Nr 15 (ZSP 15),Pozostała działalność,CPO,7000.0,,7000.0
Zespół Szkolno - Przedszkolny Nr 15 (ZSP 15),Zadania dzielnic (bieżące),DBR,37500.0,,37500.0
Zespół Szkolno - Przedszkolny Nr 15 (ZSP 15),Remonty,DRE,9000.0,,9000.0
Zespół Szkolno - Przedszkolny Nr 15 (ZSP 15),Koordynacja kształcenia zawodowego uczniów,KKU,,,0.0
Zespół Szkolno - Przedszkolny Nr 15 (ZSP 15),Zadania inwestycyjne,ZIN,,,0.0
Zespół Szkolno - Przedszkolny Nr 15 (ZSP 15),nan,,,,
Zespół Szkolno - Przedszkolny Nr 17 (ZSP 17),Działalność podstawowa,APO,12867210.0,,12867210.0
Zespół Szkolno - Przedszkolny Nr 17 (ZSP 17),Pozostała działalność,CPO,29200.0,,29200.0
Zespół Szkolno - Przedszkolny Nr 17 (ZSP 17),Zadania dzielnic (bieżące),DBR,45000.0,,45000.0
Zespół Szkolno - Przedszkolny Nr 17 (ZSP 17),Koordynacja kształcenia zawodowego uczniów,KKU,5890.0,,5890.0
Zespół Szkolno - Przedszkolny Nr 17 (ZSP 17),Zadania realizowane na podstawie umów i porozumień,HUP,93000.0,,93000.0
Zespół Szkolno - Przedszkolny Nr 17 (ZSP 17),Remonty,DRE,16000.0,,16000.0
Zespół Szkolno - Przedszkolny Nr 17 (ZSP 17),nan,,,,
Zespół Szkolno - Przedszkolny Nr 19 (ZSP 19),Działalność podstawowa,APO,3764260.0,,3764260.0
Zespół Szkolno - Przedszkolny Nr 19 (ZSP 19),Pozostała działalność,CPO,16200.0,,16200.0
Zespół Szkolno - Przedszkolny Nr 19 (ZSP 19),Zadania dzielnic (bieżące),DBR,50000.0,,50000.0
Zespół Szkolno - Przedszkolny Nr 19 (ZSP 19),Remonty,DRE,7000.0,,7000.0
Zespół Szkolno - Przedszkolny Nr 19 (ZSP 19),nan,,,,
Zespół Szkół Ogólnokształcących Nr 7 (ZSO 7),Działalność podstawowa,APO,3244190.0,,3244190.0
Zespół Szkół Ogólnokształcących Nr 7 (ZSO 7),Zadania dzielnic (bieżące),DBR,47500.0,,47500.0
Zespół Szkół Ogólnokształcących Nr 7 (ZSO 7),Koordynacja kształcenia zawodowego uczniów,KKU,1260.0,,1260.0
Zespół Szkół Ogólnokształcących Nr 7 (ZSO 7),Remonty,DRE,7000.0,,7000.0
Zespół Szkół Ogólnokształcących Nr 7 (ZSO 7),Realizacja programów unijnych- Erasmus +,ERP,,,0.0
Zespół Szkół Ogólnokształcących Nr 7 (ZSO 7),Pozostała działalność,CPO,,,0.0
Zespół Szkół Ogólnokształcących Nr 7 (ZSO 7),nan,,,,0.0
Zespół Szkół Ogólnokształcących Nr 9  (ZSO 9),Działalność podstawowa,APO,6379360.0,,6379360.0
Zespół Szkół Ogólnokształcących Nr 9  (ZSO 9),Pozostała działalność,CPO,31500.0,,31500.0
Zespół Szkół Ogólnokształcących Nr 9  (ZSO 9),Zadania dzielnic (bieżące),DBR,40600.0,,40600.0
Zespół Szkół Ogólnokształcących Nr 9  (ZSO 9),Remonty,DRE,6000.0,,6000.0
Zespół Szkół Ogólnokształcących Nr 9  (ZSO 9),Realizacja programów unijnych- Erasmus +,ERP,,,0.0
Zespół Szkół Ogólnokształcących Nr 9  (ZSO 9),Koordynacja kształcenia zawodowego uczniów,KKU,,,0.0
Zespół Szkół Ogólnokształcących Nr 9  (ZSO 9),Zadania inwestycyjne,ZIN,,,0.0
Zespół Szkół Ogólnokształcących Nr 9  (ZSO 9),nan,,,,0.0
Zespół Szkół Ogólnokształcących Nr 13 (ZSO 13),Działalność podstawowa,APO,2947050.0,,2947050.0
Zespół Szkół Ogólnokształcących Nr 13 (ZSO 13),Zadania dzielnic (bieżące),DBR,50000.0,,50000.0
Zespół Szkół Ogólnokształcących Nr 13 (ZSO 13),Remonty,DRE,6000.0,,6000.0
Zespół Szkół Ogólnokształcących Nr 13 (ZSO 13),Pozostała działalność,CPO,,,0.0
Zespół Szkół Ogólnokształcących Nr 13 (ZSO 13),nan,,,,
Zespół Szkół Ogólnokształcących Nr 18 (ZSO 18),Działalność podstawowa,APO,4765630.0,,4765630.0
Zespół Szkół Ogólnokształcących Nr 18 (ZSO 18),Zadania dzielnic (bieżące),DBR,55000.0,,55000.0
Zespół Szkół Ogólnokształcących Nr 18 (ZSO 18),Remonty,DRE,6000.0,,6000.0
Zespół Szkół Ogólnokształcących Nr 18 (ZSO 18),Pozostała działalność,CPO,,,0.0
Zespół Szkół Ogólnokształcących Nr 18 (ZSO 18),nan,,,,
I Liceum Ogólnokształcące (LO I),Działalność podstawowa,APO,7121020.0,,7121020.0
I Liceum Ogólnokształcące (LO I),Małopolska Chmura Edukacyjna,CHM,4200.0,,4200.0
I Liceum Ogólnokształcące (LO I),Remonty,DRE,10000.0,,10000.0
I Liceum Ogólnokształcące (LO I),Pozostała działalność,CPO,,,
I Liceum Ogólnokształcące (LO I),Realizacja programów unijnych- Erasmus +,ERP,,,0.0
I Liceum Ogólnokształcące (LO I),Program mobilności ponadnarodowej,PMP,,,0.0
I Liceum Ogólnokształcące (LO I),nan,,,,
III Liceum Ogólnokształcące (LO III),Działalność podstawowa,APO,6036850.0,,6036850.0
III Liceum Ogólnokształcące (LO III),Małopolska Chmura Edukacyjna,CHM,2100.0,,2100.0
III Liceum Ogólnokształcące (LO III),Zadania dzielnic (bieżące),DBR,5000.0,,5000.0
III Liceum Ogólnokształcące (LO III),Remonty,DRE,20000.0,,20000.0
III Liceum Ogólnokształcące (LO III),Pozostała działalność,CPO,,,
III Liceum Ogólnokształcące (LO III),nan,,,,
IV Liceum Ogólnokształcące (LO IV),Działalność podstawowa,APO,6730010.0,,6730010.0
IV Liceum Ogólnokształcące (LO IV),Zadania dzielnic (bieżące),DBR,4000.0,,4000.0
IV Liceum Ogólnokształcące (LO IV),Małopolska Chmura Edukacyjna,CHM,5250.0,,5250.0
IV Liceum Ogólnokształcące (LO IV),Remonty,DRE,8000.0,,8000.0
IV Liceum Ogólnokształcące (LO IV),Pozostała działalność,CPO,,,
IV Liceum Ogólnokształcące (LO IV),nan,,,,
V Liceum Ogólnokształcące (LO V) ,Działalność podstawowa,APO,7936520.0,,7936520.0
V Liceum Ogólnokształcące (LO V) ,Małopolska Chmura Edukacyjna,CHM,6300.0,,6300.0
V Liceum Ogólnokształcące (LO V) ,Zadania realizowane na podstawie umów i porozumień,HUP,55000.0,,55000.0
V Liceum Ogólnokształcące (LO V) ,Remonty,DRE,14000.0,,14000.0
V Liceum Ogólnokształcące (LO V) ,Realizacja programów unijnych- Erasmus +,ERP,,,0.0
V Liceum Ogólnokształcące (LO V) ,Pozostała działalność,CPO,,,0.0
V Liceum Ogólnokształcące (LO V) ,Zadania inwestycyjne,ZIN,,,0.0
V Liceum Ogólnokształcące (LO V) ,nan,,,,0.0
VI Liceum Ogólnokształcące (LO VI),Działalność podstawowa,APO,8224910.0,,8224910.0
VI Liceum Ogólnokształcące (LO VI),Małopolska Chmura Edukacyjna,CHM,8400.0,,8400.0
VI Liceum Ogólnokształcące (LO VI),Matura międzynarodowa,MMR,275000.0,,275000.0
VI Liceum Ogólnokształcące (LO VI),Remonty,DRE,448000.0,,448000.0
VI Liceum Ogólnokształcące (LO VI),w tym remont dachu i ław kominiarskich oraz kontynuacja renowacji stolarki drzwiowej wewnętrznej i zewnętrznej,,,,
VI Liceum Ogólnokształcące (LO VI),Zadania dzielnic (bieżące),DBR,,,0.0
VI Liceum Ogólnokształcące (LO VI),Zadania inwestycyjne,ZIN,,,0.0
VI Liceum Ogólnokształcące (LO VI),nan,,,,
VII Liceum Ogólnokształcące (LO VII),Działalność podstawowa,APO,6342840.0,,6342840.0
VII Liceum Ogólnokształcące (LO VII),Małopolska Chmura Edukacyjna ,CHM,4200.0,,4200.0
VII Liceum Ogólnokształcące (LO VII),Remonty,DRE,23000.0,,23000.0
VII Liceum Ogólnokształcące (LO VII),Pozostała działalność,CPO,,,
VII Liceum Ogólnokształcące (LO VII),Zadania dzielnic (bieżące),DBR,,,0.0
VII Liceum Ogólnokształcące (LO VII),nan,,,,
VIII Liceum Ogólnokształcące (LO VIII),Działalność podstawowa,APO,6573720.0,,6573720.0
VIII Liceum Ogólnokształcące (LO VIII),Małopolska Chmura Edukacyjna ,CHM,4200.0,,4200.0
VIII Liceum Ogólnokształcące (LO VIII),Realizacja programów unijnych- Erasmus +,ERP,95130.0,,95130.0
VIII Liceum Ogólnokształcące (LO VIII),Remonty,DRE,7000.0,,7000.0
VIII Liceum Ogólnokształcące (LO VIII),Pozostała działalność,CPO,,,
VIII Liceum Ogólnokształcące (LO VIII),Zadania dzielnic (bieżące),DBR,,,0.0
VIII Liceum Ogólnokształcące (LO VIII),nan,,,,
IX Liceum Ogólnokształcące (LO IX),Działalność podstawowa,APO,4341010.0,,4341010.0
IX Liceum Ogólnokształcące (LO IX),Remonty,DRE,7000.0,,7000.0
IX Liceum Ogólnokształcące (LO IX),Pozostała działalność,CPO,,,
IX Liceum Ogólnokształcące (LO IX),Zadania dzielnic (bieżące),DBR,,,0.0
IX Liceum Ogólnokształcące (LO IX),Zadania inwestycyjne,ZIN,,,
IX Liceum Ogólnokształcące (LO IX),nan,,,,0.0
X Liceum Ogólnokształcące (LO X),Działalność podstawowa,APO,6450190.0,,6450190.0
X Liceum Ogólnokształcące (LO X),Małopolska Chmura Edukacyjna ,CHM,2100.0,,2100.0
X Liceum Ogólnokształcące (LO X),Realizacja programów unijnych- Erasmus +,ERP,274500.0,,274500.0
X Liceum Ogólnokształcące (LO X),Remonty,DRE,7000.0,,7000.0
X Liceum Ogólnokształcące (LO X),Zadania inwestycyjne,ZIN,,,0.0
X Liceum Ogólnokształcące (LO X),nan,,,,
XI Liceum Ogólnokształcące (LO XI),Działalność podstawowa,APO,5392540.0,,5392540.0
XI Liceum Ogólnokształcące (LO XI),Małopolska Chmura Edukacyjna ,CHM,4200.0,,4200.0
XI Liceum Ogólnokształcące (LO XI),Realizacja Programów Unijnych - Erasmus+,ERP,132000.0,,132000.0
XI Liceum Ogólnokształcące (LO XI),Remonty,DRE,207000.0,,207000.0
XI Liceum Ogólnokształcące (LO XI),"w tym: szatnia wg projektu, szafki, remont łazienek",,,,
XI Liceum Ogólnokształcące (LO XI),Pozostała działalność,CPO,,,
XI Liceum Ogólnokształcące (LO XI),Zadania dzielnic (bieżące),DBR,,,
XI Liceum Ogólnokształcące (LO XI),nan,,,,
XII Liceum Ogólnokształcące (LO XII),Działalność podstawowa,APO,5681950.0,,5681950.0
XII Liceum Ogólnokształcące (LO XII),Remonty,DRE,7000.0,,7000.0
XII Liceum Ogólnokształcące (LO XII),Pozostała działalność,CPO,,,
XII Liceum Ogólnokształcące (LO XII),nan,,,,
XIII Liceum Ogólnokształcące (LO XIII),Działalność podstawowa,APO,6064310.0,,6064310.0
XIII Liceum Ogólnokształcące (LO XIII),Zadania dzielnic (bieżące),DBR,12000.0,,12000.0
XIII Liceum Ogólnokształcące (LO XIII),Remonty,DRE,7000.0,,7000.0
XIII Liceum Ogólnokształcące (LO XIII),Pozostała działalność,CPO,,,
XIII Liceum Ogólnokształcące (LO XIII),Zadania realizowane na podstawie umów i porozumień,HUP,,,0.0
XIII Liceum Ogólnokształcące (LO XIII),Mobilność edukacyjna POWER,MEP,,,0.0
XIII Liceum Ogólnokształcące (LO XIII),nan,,,,0.0
XIV Liceum Ogólnokształcące (LO XIV),Działalność podstawowa,APO,3623190.0,,3623190.0
XIV Liceum Ogólnokształcące (LO XIV),Remonty,DRE,7000.0,,7000.0
XIV Liceum Ogólnokształcące (LO XIV),Pozostała działalność,CPO,,,
XIV Liceum Ogólnokształcące (LO XIV),nan,,,,0.0
XV Liceum Ogólnokształcące (LO XV),Działalność podstawowa,APO,4856680.0,,4856680.0
XV Liceum Ogólnokształcące (LO XV),Remonty,DRE,9000.0,,9000.0
XV Liceum Ogólnokształcące (LO XV),Pozostała działalność,CPO,,,
